VonArm,NachArm,Von,Bis,Pkw,Krad,Rad,Lieferfzg,Lkw,Lastzug,Bus
1,2,10/12/2021 0:00,10/12/2021 0:15,1,0,0,0,0,0,0
1,3,10/12/2021 0:00,10/12/2021 0:15,3,0,1,0,0,0,0
2,1,10/12/2021 0:00,10/12/2021 0:15,4,1,0,0,0,0,0
2,3,10/12/2021 0:00,10/12/2021 0:15,3,0,0,0,0,0,0
1,2,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
1,3,10/12/2021 0:15,10/12/2021 0:30,2,0,3,0,0,0,0
2,1,10/12/2021 0:15,10/12/2021 0:30,4,0,0,0,0,0,0
2,3,10/12/2021 0:15,10/12/2021 0:30,0,0,0,0,0,0,0
1,2,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
1,3,10/12/2021 0:30,10/12/2021 0:45,6,0,0,0,0,0,0
2,1,10/12/2021 0:30,10/12/2021 0:45,1,0,1,0,0,0,0
2,3,10/12/2021 0:30,10/12/2021 0:45,0,0,0,0,0,0,0
1,2,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
1,3,10/12/2021 0:45,10/12/2021 1:00,1,0,0,0,0,0,0
2,1,10/12/2021 0:45,10/12/2021 1:00,3,0,0,0,0,0,0
2,3,10/12/2021 0:45,10/12/2021 1:00,0,0,0,0,0,0,0
1,2,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
1,3,10/12/2021 1:00,10/12/2021 1:15,5,0,0,0,0,0,0
2,1,10/12/2021 1:00,10/12/2021 1:15,3,0,0,0,0,0,0
2,3,10/12/2021 1:00,10/12/2021 1:15,0,0,0,0,0,0,0
1,2,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
1,3,10/12/2021 1:15,10/12/2021 1:30,4,0,0,0,0,0,0
2,1,10/12/2021 1:15,10/12/2021 1:30,3,0,0,0,0,0,0
2,3,10/12/2021 1:15,10/12/2021 1:30,0,0,0,0,0,0,0
1,2,10/12/2021 1:30,10/12/2021 1:45,0,0,0,0,0,0,0
1,3,10/12/2021 1:30,10/12/2021 1:45,1,0,0,0,0,0,0
